cellIndex,embedding1,embedding2,cell_type
1323,-9.989059,-0.2654669,Ductal
1324,-10.825146,4.3800735,Ductal
1325,0.21073803,-3.9344356,Ngn3 high EP
1326,-10.240133,2.0936625,Ductal
1327,4.8760066,-0.6930598,Delta
1328,-10.891375,2.7562144,Ductal
1329,6.995397,3.9617994,Alpha
1330,-9.227129,0.86384237,Ductal
1331,-7.9294186,-2.1508448,Ngn3 high EP
1332,6.571179,3.8923197,Alpha
1333,-0.18579201,-3.5729487,Ngn3 high EP
1334,0.6785596,-2.7127073,Pre-endocrine
1335,4.01355,3.8062663,Beta
1336,2.377695,0.2921389,Epsilon
1337,7.390041,4.468298,Alpha
1338,-9.916382,2.2102034,Ductal
1339,3.5094736,-3.9458869,Pre-endocrine
1340,-11.716515,3.9443212,Ductal
1341,6.609128,2.30774,Alpha
1342,3.3837156,5.494353,Beta
1343,-12.272629,3.4551547,Ductal
1344,2.1606987,-2.3829434,Pre-endocrine
1345,-8.355492,1.5350477,Ductal
1346,-8.580298,2.1876316,Ductal
1347,9.298838,-1.1153374,Delta
1348,5.399826,0.8128565,Beta
1349,-0.1727611,-5.0662274,Ngn3 high EP
1350,5.865731,-2.6299455,Pre-endocrine
1351,5.6590166,-2.1091738,Pre-endocrine
1352,3.2135735,1.998603,Epsilon
1353,8.678681,-1.1751659,Delta
1354,-6.9427686,-2.0277731,Ngn3 high EP
1355,7.683844,0.42167816,Alpha
1356,2.1122978,6.3385725,Beta
1357,-1.9493889,-4.5666924,Ngn3 high EP
1358,-10.408028,-0.9722667,Ductal
1359,-0.9881666,-3.5553668,Ngn3 high EP
1360,-10.799716,0.5229624,Ductal
1361,-11.536615,1.4646232,Ngn3 low EP
1362,2.734267,2.260924,Epsilon
1363,-9.009676,1.0433563,Ductal
1364,-2.4281619,-3.6202836,Ngn3 high EP
1365,-9.368475,-0.9092741,Ngn3 low EP
1366,-2.1263146,-4.504609,Ngn3 high EP
1367,5.9787903,-2.3426423,Pre-endocrine
1368,3.455144,-4.039115,Pre-endocrine
1369,-11.732975,2.4988956,Ngn3 low EP
1370,-11.069991,0.5810448,Ductal
1371,-10.337712,1.3921636,Ductal
1372,7.679765,2.2557194,Alpha
1373,-11.02043,1.2726873,Ductal
1374,4.787755,-3.861888,Pre-endocrine
1375,2.5030894,1.7850068,Epsilon
1376,2.58725,0.9900574,Epsilon
1377,6.0138617,1.0527359,Beta
1378,6.3062687,-1.7679349,Pre-endocrine
1379,-8.188959,1.0745574,Ngn3 low EP
1380,-11.778194,3.8508906,Ngn3 low EP
1381,4.6445723,1.4548879,Beta
1382,-11.422651,4.3356166,Ngn3 low EP
1383,-7.9937496,-1.8419219,Ngn3 low EP
1384,-8.262239,3.0405877,Ductal
1385,5.500285,2.8556077,Beta
1386,-11.788772,0.5824572,Ductal
1387,4.5100946,0.7274529,Beta
1388,-10.369808,6.1923513,Ductal
1389,-11.561833,0.85081923,Ductal
1390,-3.477034,-3.8648267,Ngn3 high EP
1391,5.8098707,-3.1571035,Pre-endocrine
1392,6.5797915,4.4470487,Alpha
1393,-11.399767,5.7244725,Ductal
1394,-7.9212236,-1.5448788,Ngn3 low EP
1395,-10.7242,0.2226194,Ductal
1396,8.577185,-1.2187935,Delta
1397,-9.550497,-1.5536071,Ductal
1398,5.7241445,-2.296604,Pre-endocrine
1399,5.9246564,0.44353595,Beta
1400,-10.410273,6.2195864,Ductal
1401,-8.106773,3.0094085,Ductal
1402,-10.342654,0.5387761,Ngn3 low EP
1403,2.54579,0.22083542,Epsilon
1404,-11.113588,3.3563209,Ductal
1405,-9.908223,0.30068165,Ductal
1406,5.4151773,-3.1364844,Pre-endocrine
1407,-11.313216,-1.1716346,Ductal
1408,-11.011331,0.93675476,Ductal
1409,5.846013,-0.9420242,Pre-endocrine
1410,5.9274406,-1.9553043,Pre-endocrine
1411,3.0574765,1.5306647,Pre-endocrine
1412,-10.774097,-0.84960073,Ductal
1413,4.915813,2.1471646,Beta
1414,-9.534481,0.1288675,Ngn3 low EP
1415,1.586682,-2.571466,Pre-endocrine
1416,-12.159621,2.6139503,Ngn3 low EP
1417,-2.2373686,-4.51062,Ngn3 high EP
1418,2.8245633,5.174379,Beta
1419,4.710966,2.369242,Beta
1420,6.200606,0.36449975,Beta
1421,5.1452894,-0.2954785,Pre-endocrine
1422,0.3312658,-4.714017,Ngn3 high EP
1423,5.1831985,-0.8579731,Pre-endocrine
1424,-2.688637,-2.2590623,Ngn3 low EP
1425,3.4858663,4.0397754,Beta
1426,-10.464027,0.2874332,Ductal
1427,5.5057297,-2.0987892,Pre-endocrine
1428,7.3996024,4.0693755,Alpha
1429,6.3913193,1.6564524,Alpha
1430,-0.30862868,-3.847772,Ngn3 high EP
1431,7.4931393,4.553553,Alpha
1432,4.4876885,3.4531853,Beta
1433,-3.7941236,-4.1431274,Ngn3 high EP
1434,5.084949,3.062202,Beta
1435,7.5848017,4.833737,Alpha
1436,4.181213,1.3414183,Alpha
1437,5.4306307,-2.28168,Pre-endocrine
1438,5.8055224,0.9040599,Beta
1439,-10.586566,1.9091254,Ductal
1440,5.0834503,-2.791134,Pre-endocrine
1441,6.105948,-0.015309109,Pre-endocrine
1442,-8.104379,3.405066,Ductal
1443,-6.98718,-2.4633172,Ngn3 high EP
1444,5.625785,-1.6384262,Pre-endocrine
1445,6.026189,0.09085077,Pre-endocrine
1446,-11.015133,0.036483634,Ductal
1447,-8.357877,-0.05426161,Ngn3 low EP
1448,6.775226,-1.7485454,Pre-endocrine
1449,5.2176204,-2.4773448,Pre-endocrine
1450,3.0430756,-3.6401906,Pre-endocrine
1451,6.2570295,0.05766711,Pre-endocrine
1452,-7.39161,-1.5470787,Ngn3 high EP
1453,-9.276977,3.1546557,Ductal
1454,5.9431233,-1.7153214,Pre-endocrine
1455,7.7067604,3.8736339,Alpha
1456,2.9178238,1.8460044,Epsilon
1457,-9.557258,-0.73683226,Ductal
1458,1.6711173,5.5723653,Beta
1459,9.304493,-1.1878756,Delta
1460,-10.256771,0.8580581,Ductal
1461,4.9076643,1.6631497,Beta
1462,6.951556,3.5978272,Alpha
1463,-12.0683565,2.1769602,Ductal
1464,-8.180496,-0.47828767,Ductal
1465,7.0269976,1.438973,Alpha
1466,7.4336724,5.091146,Alpha
1467,0.07544813,-4.800091,Ngn3 high EP
1468,-8.773867,0.8247911,Ductal
1469,5.220926,-0.10441168,Beta
1470,-9.431856,1.7300371,Ductal
1471,2.8692834,-4.494689,Pre-endocrine
1472,-9.161869,-0.91064185,Ductal
1473,5.68721,-2.9177036,Pre-endocrine
1474,4.895441,3.0082703,Beta
1475,-1.0290432,-4.964707,Ngn3 high EP
1476,0.71903706,-4.228884,Ngn3 high EP
1477,-12.250345,3.5395858,Ductal
1478,-10.662379,0.24798617,Ductal
1479,7.094771,-0.036212567,Alpha
1480,4.402481,1.8222282,Beta
1481,5.429237,3.9107184,Epsilon
1482,-10.0022335,3.1767905,Ductal
1483,6.666866,2.7216227,Beta
1484,1.8164217,-0.6424562,Epsilon
1485,-8.967623,0.59857905,Ductal
1486,7.1280775,4.8057427,Alpha
1487,3.404038,4.0573745,Beta
1488,4.277071,-2.7866948,Pre-endocrine
1489,9.064313,-0.87311924,Delta
1490,2.66157,5.350772,Beta
1491,-8.603319,1.2231078,Ngn3 low EP
1492,-2.230609,-2.0451355,Ngn3 high EP
1493,3.6236792,-1.1612029,Pre-endocrine
1494,-9.087511,2.8156803,Ductal
1495,-8.903204,-1.4859387,Ngn3 low EP
1496,7.3909698,3.9313858,Alpha
1497,-10.855245,-0.606135,Ductal
1498,-8.817268,-0.024337739,Ngn3 low EP
1499,-11.404786,-0.37595046,Ductal
1500,-0.34906888,-4.207853,Ngn3 high EP
1501,1.6301647,-4.5453105,Ngn3 high EP
1502,3.1370656,-3.9328558,Pre-endocrine
1503,5.1787586,3.1576626,Beta
1504,-0.43755087,-3.9113705,Ngn3 high EP
1505,4.3551655,-0.530357,Pre-endocrine
1506,3.0821044,-4.7031603,Pre-endocrine
1507,-4.013536,-3.7020638,Ngn3 high EP
1508,-11.734554,4.7636547,Ductal
1509,7.6279335,2.1370082,Alpha
1510,-6.145546,-3.0589356,Ngn3 high EP
1511,2.0185437,5.333519,Beta
1512,-10.519577,0.09898051,Ductal
1513,5.2454753,2.626675,Beta
1514,6.6058884,0.70774436,Alpha
1515,3.9144,1.8315157,Beta
1516,9.122249,-1.0385505,Delta
1517,4.2382965,-3.1758265,Pre-endocrine
1518,7.4978285,4.4387465,Alpha
1519,1.7532965,-3.083239,Pre-endocrine
1520,-8.395604,1.2513145,Ductal
1521,-9.436914,-1.0369265,Ductal
1522,4.777925,-3.505569,Pre-endocrine
1523,1.9038018,5.977254,Beta
1524,5.2725005,3.3830662,Beta
1525,-4.417708,-2.9609847,Ngn3 high EP
1526,-3.7999644,-4.259018,Ngn3 high EP
1527,6.190155,-2.311475,Pre-endocrine
1528,5.3983464,-2.462954,Pre-endocrine
1529,3.5630403,3.3088,Beta
1530,4.3083797,2.194227,Beta
1531,-9.28383,-0.28251082,Ductal
1532,-8.3658495,3.0306847,Ductal
1533,-2.6005366,-4.925211,Ngn3 high EP
1534,-10.242316,4.722749,Ngn3 low EP
1535,7.088114,3.674299,Alpha
1536,-8.3111515,1.7051779,Ductal
1537,-10.165576,0.5259522,Ductal
1538,-9.1108055,-1.0406399,Ductal
1539,7.839636,5.463624,Alpha
1540,6.3685956,1.9968705,Alpha
1541,1.2860285,-2.3254075,Pre-endocrine
1542,3.712604,3.3537054,Beta
1543,6.358046,4.2697806,Alpha
1544,3.7358627,-1.1109612,Pre-endocrine
1545,2.4944682,5.5279183,Beta
1546,3.98455,3.2005758,Beta
1547,7.459607,4.2995486,Alpha
1548,4.788344,2.689065,Beta
1549,3.5068955,3.7355893,Beta
1550,-0.91852295,-4.265094,Ngn3 high EP
1551,1.6397893,-2.4329834,Pre-endocrine
1552,7.705466,4.9657974,Alpha
1553,2.9300368,4.1314855,Beta
1554,7.4786267,0.73613346,Alpha
1555,-9.807234,-0.094383456,Ductal
1556,-11.461877,5.1598625,Ductal
1557,-0.98435384,-4.8400235,Ngn3 high EP
1558,5.174951,0.68690586,Beta
1559,7.982597,3.8644943,Alpha
1560,-4.129004,-3.966647,Ngn3 high EP
1561,-0.8331479,-4.116385,Ngn3 high EP
1562,5.372402,2.1861925,Pre-endocrine
1563,-11.620923,5.275384,Ductal
1564,8.374187,-0.94887304,Delta
1565,-12.282925,2.8920636,Ngn3 low EP
1566,-2.857373,-4.157538,Ngn3 high EP
1567,5.9133,-3.0616915,Pre-endocrine
1568,8.444833,-1.0808756,Delta
1569,-11.1289215,-0.36535716,Ductal
1570,-8.827103,1.107943,Ductal
1571,6.8820076,-1.6350801,Pre-endocrine
1572,-0.08665899,-4.2757998,Ngn3 high EP
1573,7.5447903,1.33839,Alpha
1574,7.8148103,4.935174,Alpha
1575,-1.5016658,-4.9725294,Ngn3 high EP
1576,-8.863844,0.91336983,Ductal
1577,5.3754573,-1.4029927,Pre-endocrine
1578,-11.201026,-0.43357036,Ductal
1579,6.290447,2.071325,Alpha
1580,5.7779603,0.2639963,Beta
1581,-9.336302,-0.58558714,Ductal
1582,1.3757689,-4.6851215,Ngn3 high EP
1583,-9.644439,2.2596498,Ductal
1584,-9.302039,-0.3016688,Ductal
1585,5.6358743,0.9555472,Beta
1586,-9.654029,2.1054926,Ductal
1587,-8.364496,-0.95129627,Ngn3 low EP
1588,2.521214,-3.4757657,Pre-endocrine
1589,-9.313127,-0.9808408,Ngn3 low EP
1590,-2.6709824,-3.681895,Ngn3 high EP
1591,-9.400057,0.38393044,Ductal
1592,4.337008,-4.311701,Pre-endocrine
1593,2.5192404,0.72430646,Epsilon
1594,-10.789778,-0.12445809,Ngn3 low EP
1595,-7.71493,-1.5989503,Ngn3 low EP
1596,5.9015403,3.772347,Alpha
1597,-0.26077896,-4.2012944,Ngn3 high EP
1598,5.721183,1.7895288,Beta
1599,-9.842079,-1.6662208,Ngn3 low EP
1600,-0.350086,-4.1679296,Ngn3 high EP
1601,3.8281217,4.534882,Beta
1602,9.510706,-1.2111696,Delta
1603,-8.443872,-1.2521057,Ductal
1604,7.297786,4.022376,Alpha
1605,5.5217934,1.3756864,Beta
1606,-8.68752,3.752203,Ductal
1607,-12.512244,3.511391,Ductal
1608,3.5854661,2.107808,Epsilon
1609,-9.535494,4.705476,Ngn3 low EP
1610,4.45999,4.481878,Beta
1611,-0.014928535,-4.848887,Ngn3 high EP
1612,4.406884,4.1091976,Beta
1613,-9.749293,2.8102176,Ductal
1614,6.2797527,2.7000544,Beta
1615,2.7514336,5.1688385,Beta
1616,6.099193,1.6926821,Alpha
1617,1.5913596,-3.9727123,Ngn3 high EP
1618,5.58538,-1.7928405,Pre-endocrine
1619,4.9752636,2.0354736,Beta
1620,5.825713,-0.78807575,Pre-endocrine
1621,5.4108243,1.5300417,Beta
1622,5.7126184,4.352421,Alpha
1623,-4.058565,-3.0608368,Ngn3 high EP
1624,7.920517,4.7464867,Alpha
1625,-10.927354,6.2198343,Ductal
1626,-1.2716066,-4.0048466,Ngn3 high EP
1627,-12.412349,3.471774,Ductal
1628,-9.132864,-1.5808467,Ductal
1629,1.1802721,-4.8321905,Pre-endocrine
1630,-0.8042754,-4.0896683,Ngn3 high EP
1631,7.517089,4.0157375,Alpha
1632,8.054764,4.6194077,Alpha
1633,5.2746477,3.12272,Beta
1634,-1.2551827,-3.8981345,Ngn3 high EP
1635,-4.181443,-4.0013866,Ngn3 high EP
1636,4.4830055,5.1021976,Beta
1637,-8.032653,-1.5666034,Ngn3 low EP
1638,8.480144,3.8499582,Alpha
1639,-4.180438,-3.8270614,Ngn3 high EP
1640,-12.167145,3.5488935,Ductal
1641,7.0083685,2.4146805,Alpha
1642,-10.533242,4.9515276,Ductal
1643,5.707879,1.2874848,Beta
1644,7.672118,0.1585365,Alpha
1645,5.4762416,-0.5631058,Pre-endocrine
1646,6.9907923,2.3354254,Alpha
1647,-10.48085,-0.6005157,Ductal
1648,4.202369,-0.80227727,Pre-endocrine
1649,-0.60090667,-4.761734,Ngn3 high EP
1650,-12.061886,4.5840697,Ductal
1651,-11.258106,-0.078872666,Ductal
1652,-9.974892,0.31134292,Ductal
1653,-11.701939,1.6338489,Ductal
1654,5.4053574,1.7818183,Beta
1655,4.0170674,-4.0147038,Pre-endocrine
1656,-3.061698,-4.30277,Ngn3 high EP
1657,-9.796348,-0.044959486,Ductal
1658,-6.7044535,-1.1548195,Ngn3 high EP
1659,0.87163305,-4.125993,Ngn3 high EP
1660,2.2041802,6.203187,Beta
1661,6.441229,0.69487983,Alpha
1662,-1.9586012,-3.7404828,Ngn3 high EP
1663,-10.24121,-1.0658324,Ductal
1664,8.246027,4.6631403,Alpha
1665,-8.425811,3.9189563,Ductal
1666,0.39088768,-4.778192,Ngn3 high EP
1667,-9.407606,0.5025396,Ductal
1668,3.1258738,5.95054,Beta
1669,6.00396,-2.537013,Pre-endocrine
1670,6.314982,-2.423928,Pre-endocrine
1671,-9.074364,-0.14480597,Ductal
1672,5.609019,-2.5149217,Pre-endocrine
1673,-8.771362,-0.5988657,Ngn3 low EP
1674,-8.141506,-0.5323875,Ngn3 low EP
1675,6.418415,0.2667555,Pre-endocrine
1676,7.9448943,3.997374,Alpha
1677,5.190838,-2.732,Pre-endocrine
1678,7.629248,2.6859207,Alpha
1679,3.7864738,4.978775,Beta
1680,6.1137757,-0.4063657,Pre-endocrine
1681,-11.645493,4.789607,Ductal
1682,7.9639254,3.9321954,Alpha
1683,-9.996091,1.8453163,Ductal
1684,7.9007783,3.6052713,Alpha
1685,-3.7914634,-3.7767992,Ngn3 high EP
1686,-5.520585,-3.134231,Ngn3 high EP
1687,-2.2763932,-4.776951,Ngn3 high EP
1688,-9.158761,-1.1162553,Ngn3 low EP
1689,7.8798637,1.6754721,Alpha
1690,-0.6734203,-5.18245,Ngn3 high EP
1691,2.4616408,4.7719293,Beta
1692,7.5002303,4.6012235,Alpha
1693,-2.3765306,-4.698466,Ngn3 high EP
1694,2.3070147,1.3741671,Epsilon
1695,-7.9867644,-1.7871248,Ngn3 low EP
1696,5.974776,-3.2198339,Pre-endocrine
1697,-9.138396,-0.3651811,Ductal
1698,-5.160703,-2.328704,Ngn3 high EP
1699,1.8027859,5.4718447,Beta
1700,-9.990993,4.98495,Ductal
1701,-9.724804,3.0354285,Ductal
1702,-10.599279,6.261941,Ductal
1703,-10.985338,0.401943,Ductal
1704,-2.756714,-3.9511497,Ngn3 high EP
1705,4.244553,-3.314083,Pre-endocrine
1706,6.0461464,-0.6762191,Pre-endocrine
1707,-1.459245,-4.059452,Ngn3 high EP
1708,-10.343651,2.1198628,Ductal
1709,5.171977,-3.4135506,Pre-endocrine
1710,-9.644769,0.25073728,Ductal
1711,-10.931357,0.9076065,Ductal
1712,-8.833608,2.2462506,Ductal
1713,-9.429216,2.6340365,Ductal
1714,4.2907195,-0.3896783,Pre-endocrine
1715,0.3293591,-3.7878184,Pre-endocrine
1716,3.779474,0.7175197,Pre-endocrine
1717,4.2313213,3.5484276,Beta
1718,7.9455624,2.2126827,Alpha
1719,-5.67777,-2.249819,Ngn3 high EP
1720,-10.562198,-1.1869237,Ngn3 low EP
1721,4.493607,-0.6535565,Pre-endocrine
1722,1.0044854,-4.0431933,Ngn3 high EP
1723,-11.690418,5.026906,Ductal
1724,-11.857227,2.1120193,Ductal
1725,4.0320134,4.173755,Beta
1726,6.059252,-2.9607508,Pre-endocrine
1727,-6.3757277,-2.2059872,Ngn3 high EP
1728,-6.5523148,-1.7459888,Ngn3 high EP
1729,7.7201967,1.4085454,Alpha
1730,-9.609393,5.0435247,Ductal
1731,4.6295843,2.0094073,Beta
1732,-11.781315,4.821253,Ductal
1733,-9.476414,3.2772627,Ductal
1734,-9.237828,0.108329736,Ductal
1735,-10.35577,6.0590878,Ductal
1736,-11.271993,0.43368283,Ductal
1737,-10.408468,-0.73236287,Ductal
1738,4.0735025,2.7851555,Beta
1739,-9.0490265,1.1318998,Ductal
1740,-10.461375,-0.043587722,Ductal
1741,-3.1020286,-3.8225627,Ngn3 high EP
1742,3.7894838,2.7843351,Beta
1743,2.7265286,-3.997956,Pre-endocrine
1744,4.308072,4.849743,Beta
1745,4.0457425,5.2650084,Beta
1746,8.672801,-1.4008393,Delta
1747,5.1643634,1.0123246,Beta
1748,-0.74843067,-4.015075,Ngn3 high EP
1749,5.4363227,-1.2998726,Pre-endocrine
1750,-10.395778,-0.5005383,Ductal
1751,-6.1681433,-2.6208625,Ngn3 high EP
1752,5.699672,2.4385824,Beta
1753,-6.7576895,-2.504435,Ngn3 high EP
1754,-9.647767,0.23569125,Ductal
1755,-9.635847,-0.70799893,Ductal
1756,-10.74946,5.8750634,Ductal
1757,-10.276818,-1.8020297,Ngn3 low EP
1758,-10.829382,0.75621104,Ductal
1759,3.668789,4.837645,Beta
1760,5.918519,-1.4108787,Pre-endocrine
1761,-10.08566,5.516794,Ductal
1762,5.995211,3.8536663,Alpha
1763,2.7198281,5.657067,Beta
1764,5.9222555,-1.9152821,Pre-endocrine
1765,6.082773,-0.6924548,Pre-endocrine
1766,-9.734891,-0.66991836,Ductal
1767,5.8397646,-0.9195707,Pre-endocrine
1768,7.6143637,-1.0500697,Delta
1769,6.164463,-1.2361996,Pre-endocrine
1770,4.126834,2.669382,Beta
1771,8.219823,-1.1145785,Delta
1772,6.212419,-2.0578153,Pre-endocrine
1773,-1.6624818,-5.2310743,Ngn3 high EP
1774,-5.602018,-2.5051117,Ngn3 high EP
1775,7.248331,-0.5036319,Alpha
1776,-10.50657,-1.1892858,Ductal
1777,5.2693353,1.8225579,Beta
1778,6.890921,0.77318275,Alpha
1779,-4.9331026,-2.7556007,Ngn3 high EP
1780,7.751034,2.7835464,Alpha
1781,-10.501734,0.62853795,Ngn3 low EP
1782,2.951215,0.6289743,Epsilon
1783,-10.363971,4.942047,Ductal
1784,5.5035024,-1.93394,Pre-endocrine
1785,-6.8587904,-2.1724188,Ngn3 high EP
1786,-2.8502305,-4.665241,Ngn3 high EP
1787,6.2981257,2.80521,Alpha
1788,1.3863962,-1.6848811,Pre-endocrine
1789,5.5995836,-3.331828,Pre-endocrine
1790,-1.2707219,-4.777946,Ngn3 high EP
1791,4.5833106,1.8882042,Beta
1792,-10.051534,1.5761957,Ductal
1793,5.728852,3.5708745,Beta
1794,4.353581,3.7444315,Beta
1795,-4.074361,-3.392225,Ngn3 high EP
1796,3.0930617,1.9031821,Epsilon
1797,4.649284,0.9025038,Pre-endocrine
1798,-11.694049,3.9700954,Ngn3 low EP
1799,-10.013877,-0.33051887,Ductal
1800,6.597371,1.455273,Alpha
1801,-9.3361225,1.3718536,Ductal
1802,7.6532574,0.6720778,Alpha
1803,8.560468,4.773777,Alpha
1804,4.175913,-0.6011048,Pre-endocrine
1805,6.7024283,3.2342734,Alpha
1806,2.9909732,0.506341,Epsilon
1807,-10.03126,0.21987501,Ductal
1808,7.691665,5.2946467,Alpha
1809,3.9870954,-0.39264065,Pre-endocrine
1810,3.2079885,5.785996,Beta
1811,0.9617992,-4.645154,Ngn3 high EP
1812,-10.869031,-0.9704363,Ductal
1813,-9.412014,5.350993,Ngn3 low EP
1814,-10.107629,0.49394035,Ductal
1815,-6.3820276,-1.999,Ngn3 high EP
1816,-2.4804287,-4.3813925,Ngn3 high EP
1817,7.398934,1.7117815,Alpha
1818,3.9593372,-3.6949039,Pre-endocrine
1819,5.0599275,-3.632994,Pre-endocrine
1820,-5.020849,-3.0213835,Ngn3 high EP
1821,6.4325714,-0.47223794,Pre-endocrine
1822,-2.0613103,-4.67574,Ngn3 high EP
1823,-11.682782,4.8512044,Ductal
1824,-11.3853245,-0.17449872,Ductal
1825,2.02354,6.009814,Beta
1826,5.924599,-1.2933484,Pre-endocrine
1827,7.7491617,2.6856964,Alpha
1828,-9.847562,-1.119726,Ngn3 low EP
1829,-12.140347,1.6033266,Ductal
1830,7.393262,0.32696617,Alpha
1831,-2.2127266,-3.8663633,Ngn3 high EP
1832,-1.757137,-3.7168572,Ngn3 high EP
1833,-9.710245,0.9583108,Ductal
1834,8.223058,5.320813,Alpha
1835,7.650046,-0.056889802,Alpha
1836,-10.2162485,-1.5724071,Ngn3 low EP
1837,4.54232,3.208017,Beta
1838,9.499692,-1.1476548,Delta
1839,1.7896659,-0.05262358,Epsilon
1840,4.7962885,-3.0231996,Pre-endocrine
1841,-1.186011,-4.9798083,Ngn3 high EP
1842,-3.5266242,-4.05187,Ngn3 high EP
1843,-8.010988,3.048708,Ductal
1844,-11.465613,5.445051,Ductal
1845,-9.679585,1.5625602,Ductal
1846,-2.7438035,-4.0467386,Ngn3 high EP
1847,-10.6781645,4.9839106,Ductal
1848,4.3510528,-3.189437,Pre-endocrine
1849,3.486062,-3.7300131,Pre-endocrine
1850,7.6511297,4.1281776,Alpha
1851,-11.434648,4.97831,Ductal
1852,4.587042,3.6973178,Beta
1853,0.3624228,-4.9801393,Ngn3 high EP
1854,4.369149,3.0312588,Beta
1855,2.3910143,0.90293604,Epsilon
1856,5.8902197,-1.3323042,Pre-endocrine
1857,2.7060351,5.146825,Beta
1858,-9.871016,2.132987,Ductal
1859,-9.337566,4.3810806,Ngn3 low EP
1860,-9.8529825,5.324762,Ductal
1861,3.355071,-3.5104373,Pre-endocrine
1862,-9.54447,0.6627425,Ductal
1863,-10.815633,6.0697393,Ductal
1864,-8.932976,-0.57839274,Ductal
1865,-8.794902,1.2414527,Ductal
1866,7.9142146,4.701291,Alpha
1867,3.746784,-3.9390483,Pre-endocrine
1868,8.155316,4.9890227,Alpha
1869,6.9033747,1.5066776,Alpha
1870,-11.303763,0.31124964,Ductal
1871,-10.637715,0.04047591,Ductal
1872,-10.090042,3.6569433,Ductal
1873,3.4992304,1.6356084,Epsilon
1874,5.208779,1.0002011,Beta
1875,-10.785818,-1.3001167,Ductal
1876,6.0236726,1.9043784,Alpha
1877,-0.44241607,-5.0732436,Ngn3 high EP
1878,3.7532945,-4.5839596,Pre-endocrine
1879,-12.150494,2.9719205,Ductal
1880,-10.99386,-0.23362543,Ngn3 low EP
1881,-11.151186,0.22745156,Ductal
1882,5.490734,-3.4325933,Pre-endocrine
1883,3.6841571,-0.82810205,Pre-endocrine
1884,5.3772163,1.7155409,Alpha
1885,8.359296,4.79105,Alpha
1886,8.812473,-1.3052939,Delta
1887,-10.879517,3.6934624,Ductal
1888,-10.118356,1.9908435,Ductal
1889,-4.619057,-3.6241827,Ngn3 high EP
1890,-0.03248334,-4.31165,Ngn3 high EP
1891,4.316274,4.0603156,Beta
1892,3.318854,2.584695,Epsilon
1893,5.920717,-2.057084,Pre-endocrine
1894,3.5306568,1.9143673,Epsilon
1895,-12.227441,3.2681742,Ductal
1896,-9.636179,0.1572844,Ductal
1897,-10.526302,0.3864726,Ductal
1898,-12.252572,1.9115824,Ductal
1899,-10.935328,3.6661413,Ductal
1900,2.5298393,6.1878333,Beta
1901,-1.2603792,-4.5408826,Ngn3 high EP
1902,5.737583,-2.8623707,Pre-endocrine
1903,6.8561797,3.7202704,Alpha
1904,1.4647124,-3.9824724,Ngn3 high EP
1905,7.6897717,3.476968,Alpha
1906,5.439929,-0.41181612,Pre-endocrine
1907,-6.1676884,-2.9895885,Ngn3 high EP
1908,-10.988695,0.12952794,Ductal
1909,5.420435,-2.225737,Pre-endocrine
1910,5.301779,-1.5814396,Pre-endocrine
1911,-2.7932508,-4.528922,Ngn3 high EP
1912,4.7972865,2.455233,Beta
1913,-11.103504,-0.77250755,Ductal
1914,5.765782,3.1849284,Beta
1915,-9.415957,-1.0355687,Ductal
1916,-8.51735,-1.5854436,Ngn3 low EP
1917,-11.14261,-0.24444443,Ductal
1918,6.3421283,-0.47498092,Pre-endocrine
1919,-6.9267297,-1.77812,Ngn3 high EP
1920,-12.086117,3.3791444,Ngn3 low EP
1921,5.614148,-3.1789596,Pre-endocrine
1922,-11.280589,1.3074878,Ductal
1923,-6.2904725,-3.035638,Ngn3 high EP
1924,5.330812,0.7109954,Beta
1925,-11.248041,5.600662,Ductal
1926,6.6372724,0.5262673,Alpha
1927,-9.489105,2.3487442,Ductal
1928,-9.798174,-1.4032321,Ngn3 low EP
1929,-5.620544,-3.1874208,Ngn3 high EP
1930,-9.941251,-0.08735156,Ductal
1931,8.317636,-0.91614085,Delta
1932,-1.419037,-4.665893,Ngn3 high EP
1933,7.4692917,3.4494495,Alpha
1934,-10.5183325,1.0182455,Ductal
1935,-8.354246,3.4562478,Ductal
1936,5.288625,-0.8383782,Pre-endocrine
1937,4.254513,1.250765,Pre-endocrine
1938,8.791363,-1.1437455,Delta
1939,5.2317886,0.83437407,Beta
1940,6.7870803,4.9859095,Alpha
1941,3.0936885,2.0558426,Epsilon
1942,-9.869989,5.1478806,Ductal
1943,-11.025,-0.5960285,Ductal
1944,5.947137,-2.3544145,Pre-endocrine
1945,-9.7076025,-0.5169865,Ductal
1946,-10.322852,-0.95059264,Ductal
1947,-1.5567883,-3.913949,Ngn3 high EP
1948,3.3844535,4.0277553,Beta
1949,3.8696585,5.443918,Beta
1950,-11.732227,3.5300858,Ductal
1951,5.267513,-0.94468427,Pre-endocrine
1952,1.1286465,-4.8098817,Ngn3 high EP
1953,-8.605144,0.31562433,Ngn3 low EP
1954,-8.829329,2.5839047,Ductal
1955,-10.846723,-0.79797786,Ductal
1956,5.191534,1.1294637,Beta
1957,2.41761,6.553197,Beta
1958,-9.2423525,-0.82324183,Ngn3 low EP
1959,3.0506353,4.242124,Beta
1960,-9.080266,0.5961114,Ngn3 low EP
1961,7.4974327,2.3608267,Alpha
1962,4.8005896,2.0242114,Beta
1963,-2.0041454,-4.541246,Ngn3 high EP
