setting,cellIndex,embedding1,embedding2,cell_type,raw_pathway_attention_score,mean_pathway_edge_attention,n_pathway_edges
UMAP2,1710,-9.644769,0.25073728,Ductal,0.97668064,0.0112262145,87
UMAP2,1711,-10.931357,0.9076065,Ductal,0.96101534,0.0110461535,87
UMAP2,1712,-8.833608,2.2462506,Ductal,0.9882407,0.011359089,87
UMAP2,1713,-9.429216,2.6340365,Ductal,0.9821167,0.011288698,87
UMAP2,1714,4.2907195,-0.3896783,Pre-endocrine,0.93176293,0.010709919,87
UMAP2,1715,0.3293591,-3.7878184,Pre-endocrine,0.9778768,0.011239963,87
UMAP2,1716,3.779474,0.7175197,Pre-endocrine,0.86692476,0.009964652,87
UMAP2,1717,4.2313213,3.5484276,Beta,1.1320904,0.013012534,87
UMAP2,1718,7.9455624,2.2126827,Alpha,0.77191985,0.008872642,87
UMAP2,1719,-5.67777,-2.249819,Ngn3 high EP,1.0141066,0.011656398,87
UMAP2,1720,-10.562198,-1.1869237,Ngn3 low EP,0.9865738,0.011339929,87
UMAP2,1721,4.493607,-0.6535565,Pre-endocrine,0.8899128,0.010228883,87
UMAP2,1722,1.0044854,-4.0431933,Ngn3 high EP,0.956969,0.010999644,87
UMAP2,1723,-11.690418,5.026906,Ductal,0.95531094,0.010980586,87
UMAP2,1724,-11.857227,2.1120193,Ductal,0.97507256,0.0112077305,87
UMAP2,1725,4.0320134,4.173755,Beta,1.8885871,0.021707898,87
UMAP2,1726,6.059252,-2.9607508,Pre-endocrine,0.8871897,0.010197583,87
UMAP2,1727,-6.3757277,-2.2059872,Ngn3 high EP,0.99607164,0.0114490995,87
UMAP2,1728,-6.5523148,-1.7459888,Ngn3 high EP,1.0083627,0.011590376,87
UMAP2,1729,7.7201967,1.4085454,Alpha,0.8554589,0.009832861,87
UMAP2,1730,-9.609393,5.0435247,Ductal,1.1487097,0.013203559,87
UMAP2,1731,4.6295843,2.0094073,Beta,0.91630113,0.010532197,87
UMAP2,1732,-11.781315,4.821253,Ductal,0.9633015,0.011072431,87
UMAP2,1733,-9.476414,3.2772627,Ductal,0.9874475,0.011349971,87
UMAP2,1734,-9.237828,0.108329736,Ductal,0.99074006,0.011387817,87
UMAP2,1735,-10.35577,6.0590878,Ductal,1.0970198,0.012609423,87
UMAP2,1736,-11.271993,0.43368283,Ductal,0.9707519,0.011158068,87
UMAP2,1737,-10.408468,-0.73236287,Ductal,0.97472095,0.0112036895,87
UMAP2,1738,4.0735025,2.7851555,Beta,0.92464894,0.010628149,87
UMAP2,1739,-9.0490265,1.1318998,Ductal,0.9807107,0.011272537,87
UMAP2,1740,-10.461375,-0.043587722,Ductal,0.9791108,0.011254147,87
UMAP2,1741,-3.1020286,-3.8225627,Ngn3 high EP,1.0283093,0.011819648,87
UMAP2,1742,3.7894838,2.7843351,Beta,2.5030227,0.028770376,87
UMAP2,1743,2.7265286,-3.997956,Pre-endocrine,0.9368113,0.010767946,87
UMAP2,1744,4.308072,4.849743,Beta,3.2358227,0.037193365,87
UMAP2,1745,4.0457425,5.2650084,Beta,4.6719804,0.053700924,87
UMAP2,1746,8.672801,-1.4008393,Delta,0.7689445,0.008838442,87
UMAP2,1747,5.1643634,1.0123246,Beta,0.9022419,0.010370596,87
UMAP2,1748,-0.74843067,-4.015075,Ngn3 high EP,0.9946066,0.01143226,87
UMAP2,1749,5.4363227,-1.2998726,Pre-endocrine,0.986521,0.011339322,87
UMAP2,1750,-10.395778,-0.5005383,Ductal,0.9735321,0.011190024,87
UMAP2,1751,-6.1681433,-2.6208625,Ngn3 high EP,0.99722594,0.011462367,87
UMAP2,1752,5.699672,2.4385824,Beta,0.8500329,0.009770493,87
UMAP2,1753,-6.7576895,-2.504435,Ngn3 high EP,0.9866239,0.0113405045,87
UMAP2,1754,-9.647767,0.23569125,Ductal,0.98223835,0.011290096,87
UMAP2,1755,-9.635847,-0.70799893,Ductal,0.98982704,0.0113773225,87
UMAP2,1756,-10.74946,5.8750634,Ductal,1.0499535,0.012068431,87
UMAP2,1757,-10.276818,-1.8020297,Ngn3 low EP,1.001607,0.011512724,87
UMAP2,1758,-10.829382,0.75621104,Ductal,0.97262096,0.0111795515,87
UMAP2,1759,3.668789,4.837645,Beta,3.7390635,0.042977743,87
UMAP2,1760,5.918519,-1.4108787,Pre-endocrine,0.858781,0.009871046,87
UMAP2,1761,-10.08566,5.516794,Ductal,1.056879,0.012148035,87
UMAP2,1762,5.995211,3.8536663,Alpha,0.7744076,0.0089012375,87
UMAP2,1763,2.7198281,5.657067,Beta,6.3518133,0.07300935,87
UMAP2,1764,5.9222555,-1.9152821,Pre-endocrine,0.8606926,0.009893019,87
UMAP2,1765,6.082773,-0.6924548,Pre-endocrine,0.87438333,0.010050383,87
UMAP2,1766,-9.734891,-0.66991836,Ductal,0.99150205,0.011396575,87
UMAP2,1767,5.8397646,-0.9195707,Pre-endocrine,0.9264103,0.010648394,87
UMAP2,1768,7.6143637,-1.0500697,Delta,0.73110664,0.008403525,87
UMAP2,1769,6.164463,-1.2361996,Pre-endocrine,0.85175174,0.00979025,87
UMAP2,1770,4.126834,2.669382,Beta,1.0373249,0.011923275,87
UMAP2,1771,8.219823,-1.1145785,Delta,0.7361602,0.008461611,87
UMAP2,1772,6.212419,-2.0578153,Pre-endocrine,0.8647531,0.009939691,87
UMAP2,1773,-1.6624818,-5.2310743,Ngn3 high EP,1.0284798,0.011821607,87
UMAP2,1774,-5.602018,-2.5051117,Ngn3 high EP,1.0084932,0.011591876,87
UMAP2,1775,7.248331,-0.5036319,Alpha,0.8059453,0.009263739,87
UMAP2,1776,-10.50657,-1.1892858,Ductal,0.9901368,0.011380883,87
UMAP2,1777,5.2693353,1.8225579,Beta,0.95780563,0.01100926,87
UMAP2,1778,6.890921,0.77318275,Alpha,0.8728565,0.010032834,87
UMAP2,1779,-4.9331026,-2.7556007,Ngn3 high EP,1.0214146,0.011740399,87
UMAP2,1780,7.751034,2.7835464,Alpha,0.73531646,0.0084519135,87
UMAP2,1781,-10.501734,0.62853795,Ngn3 low EP,0.9758161,0.011216276,87
UMAP2,1782,2.951215,0.6289743,Epsilon,0.93909204,0.010794162,87
UMAP2,1783,-10.363971,4.942047,Ductal,1.1097839,0.012756136,87
UMAP2,1784,5.5035024,-1.93394,Pre-endocrine,0.94089967,0.010814939,87
UMAP2,1785,-6.8587904,-2.1724188,Ngn3 high EP,0.99003184,0.011379676,87
UMAP2,1786,-2.8502305,-4.665241,Ngn3 high EP,1.0100446,0.011609708,87
UMAP2,1787,6.2981257,2.80521,Alpha,0.75598884,0.0086895265,87
UMAP2,1788,1.3863962,-1.6848811,Pre-endocrine,0.91576767,0.010526065,87
UMAP2,1789,5.5995836,-3.331828,Pre-endocrine,0.8793918,0.010107951,87
UMAP2,1790,-1.2707219,-4.777946,Ngn3 high EP,0.9947924,0.011434396,87
UMAP2,1791,4.5833106,1.8882042,Beta,0.93682414,0.010768093,87
UMAP2,1792,-10.051534,1.5761957,Ductal,0.9719306,0.011171617,87
UMAP2,1793,5.728852,3.5708745,Beta,0.845116,0.009713978,87
UMAP2,1794,4.353581,3.7444315,Beta,1.1381155,0.013081788,87
UMAP2,1795,-4.074361,-3.392225,Ngn3 high EP,1.0437558,0.011997193,87
UMAP2,1796,3.0930617,1.9031821,Epsilon,0.8850811,0.010173346,87
UMAP2,1797,4.649284,0.9025038,Pre-endocrine,0.8519737,0.009792801,87
UMAP2,1798,-11.694049,3.9700954,Ngn3 low EP,0.9935916,0.011420594,87
UMAP2,1799,-10.013877,-0.33051887,Ductal,0.98124063,0.011278628,87
UMAP2,1800,6.597371,1.455273,Alpha,0.8186076,0.009409283,87
UMAP2,1801,-9.3361225,1.3718536,Ductal,0.97945696,0.011258126,87
UMAP2,1802,7.6532574,0.6720778,Alpha,0.8898579,0.010228252,87
UMAP2,1803,8.560468,4.773777,Alpha,0.75984955,0.008733903,87
UMAP2,1804,4.175913,-0.6011048,Pre-endocrine,0.89275706,0.010261576,87
UMAP2,1805,6.7024283,3.2342734,Alpha,0.7237521,0.00831899,87
UMAP2,1806,2.9909732,0.506341,Epsilon,0.9284216,0.010671513,87
UMAP2,1807,-10.03126,0.21987501,Ductal,0.98510146,0.011323005,87
UMAP2,1808,7.691665,5.2946467,Alpha,0.81865555,0.009409834,87
UMAP2,1809,3.9870954,-0.39264065,Pre-endocrine,0.92872477,0.010674997,87
UMAP2,1810,3.2079885,5.785996,Beta,6.3955297,0.07351184,87
UMAP2,1811,0.9617992,-4.645154,Ngn3 high EP,0.9837697,0.011307698,87
UMAP2,1812,-10.869031,-0.9704363,Ductal,0.9852649,0.011324883,87
UMAP2,1813,-9.412014,5.350993,Ngn3 low EP,1.1346262,0.01304168,87
UMAP2,1814,-10.107629,0.49394035,Ductal,0.9751984,0.011209177,87
UMAP2,1815,-6.3820276,-1.999,Ngn3 high EP,1.0087309,0.0115946075,87
UMAP2,1816,-2.4804287,-4.3813925,Ngn3 high EP,1.0324593,0.011867348,87
UMAP2,1817,7.398934,1.7117815,Alpha,0.81157506,0.009328449,87
UMAP2,1818,3.9593372,-3.6949039,Pre-endocrine,0.88381034,0.01015874,87
UMAP2,1819,5.0599275,-3.632994,Pre-endocrine,0.91786313,0.010550151,87
UMAP2,1820,-5.020849,-3.0213835,Ngn3 high EP,1.0227326,0.0117555475,87
UMAP2,1821,6.4325714,-0.47223794,Pre-endocrine,0.8665328,0.009960148,87
UMAP2,1822,-2.0613103,-4.67574,Ngn3 high EP,1.0042045,0.011542581,87
UMAP2,1823,-11.682782,4.8512044,Ductal,0.9646758,0.011088228,87
UMAP2,1824,-11.3853245,-0.17449872,Ductal,0.9743999,0.011199999,87
UMAP2,1825,2.02354,6.009814,Beta,5.6830626,0.065322556,87
UMAP2,1826,5.924599,-1.2933484,Pre-endocrine,0.8550921,0.009828645,87
UMAP2,1827,7.7491617,2.6856964,Alpha,0.7168027,0.008239112,87
UMAP2,1828,-9.847562,-1.119726,Ngn3 low EP,0.9927739,0.011411194,87
UMAP2,1829,-12.140347,1.6033266,Ductal,0.96464854,0.011087914,87
UMAP2,1830,7.393262,0.32696617,Alpha,0.862141,0.009909667,87
UMAP2,1831,-2.2127266,-3.8663633,Ngn3 high EP,1.0225419,0.011753355,87
UMAP2,1832,-1.757137,-3.7168572,Ngn3 high EP,0.99327475,0.011416951,87
UMAP2,1833,-9.710245,0.9583108,Ductal,0.97150004,0.011166668,87
UMAP2,1834,8.223058,5.320813,Alpha,0.77948844,0.008959637,87
UMAP2,1835,7.650046,-0.056889802,Alpha,0.807847,0.009285598,87
UMAP2,1836,-10.2162485,-1.5724071,Ngn3 low EP,0.9929098,0.0114127565,87
UMAP2,1837,4.54232,3.208017,Beta,0.923828,0.010618713,87
UMAP2,1838,9.499692,-1.1476548,Delta,0.7919514,0.00910289,87
UMAP2,1839,1.7896659,-0.05262358,Epsilon,0.93203866,0.010713088,87
UMAP2,1840,4.7962885,-3.0231996,Pre-endocrine,0.9283402,0.010670577,87
UMAP2,1841,-1.186011,-4.9798083,Ngn3 high EP,0.9839021,0.0113092195,87
UMAP2,1842,-3.5266242,-4.05187,Ngn3 high EP,1.0699838,0.012298665,87
UMAP2,1843,-8.010988,3.048708,Ductal,1.0358359,0.011906159,87
UMAP2,1844,-11.465613,5.445051,Ductal,0.97781754,0.011239282,87
UMAP2,1845,-9.679585,1.5625602,Ductal,0.9695716,0.011144501,87
UMAP2,1846,-2.7438035,-4.0467386,Ngn3 high EP,0.9974482,0.011464922,87
UMAP2,1847,-10.6781645,4.9839106,Ductal,1.0281183,0.011817452,87
UMAP2,1848,4.3510528,-3.189437,Pre-endocrine,0.91043454,0.010464765,87
UMAP2,1849,3.486062,-3.7300131,Pre-endocrine,0.8979942,0.010321773,87
UMAP2,1850,7.6511297,4.1281776,Alpha,0.72282803,0.008308368,87
UMAP2,1851,-11.434648,4.97831,Ductal,0.96692663,0.011114099,87
UMAP2,1852,4.587042,3.6973178,Beta,0.91612244,0.010530143,87
UMAP2,1853,0.3624228,-4.9801393,Ngn3 high EP,0.954582,0.0109722065,87
UMAP2,1854,4.369149,3.0312588,Beta,1.0520442,0.012092462,87
UMAP2,1855,2.3910143,0.90293604,Epsilon,0.9644892,0.011086083,87
UMAP2,1856,5.8902197,-1.3323042,Pre-endocrine,0.9080736,0.010437627,87
UMAP2,1857,2.7060351,5.146825,Beta,5.8524513,0.067269556,87
UMAP2,1858,-9.871016,2.132987,Ductal,0.9619441,0.011056828,87
UMAP2,1859,-9.337566,4.3810806,Ngn3 low EP,1.1329086,0.013021938,87
UMAP2,1860,-9.8529825,5.324762,Ductal,1.146869,0.013182402,87
UMAP2,1861,3.355071,-3.5104373,Pre-endocrine,0.9114946,0.01047695,87
UMAP2,1862,-9.54447,0.6627425,Ductal,0.98284125,0.011297026,87
UMAP2,1863,-10.815633,6.0697393,Ductal,1.0513694,0.012084706,87
UMAP2,1864,-8.932976,-0.57839274,Ductal,0.99276906,0.011411139,87
UMAP2,1865,-8.794902,1.2414527,Ductal,0.98989546,0.0113781085,87
UMAP2,1866,7.9142146,4.701291,Alpha,0.7469324,0.00858543,87
UMAP2,1867,3.746784,-3.9390483,Pre-endocrine,0.8727969,0.010032148,87
UMAP2,1868,8.155316,4.9890227,Alpha,0.76629466,0.008807984,87
UMAP2,1869,6.9033747,1.5066776,Alpha,0.78107345,0.008977856,87
UMAP2,1870,-11.303763,0.31124964,Ductal,0.9795837,0.011259583,87
UMAP2,1871,-10.637715,0.04047591,Ductal,0.9771155,0.011231213,87
UMAP2,1872,-10.090042,3.6569433,Ductal,0.95929873,0.0110264225,87
UMAP2,1873,3.4992304,1.6356084,Epsilon,0.8927319,0.010261286,87
UMAP2,1874,5.208779,1.0002011,Beta,0.896796,0.010308,87
UMAP2,1875,-10.785818,-1.3001167,Ductal,0.9893758,0.011372136,87
UMAP2,1876,6.0236726,1.9043784,Alpha,0.78078604,0.008974552,87
UMAP2,1877,-0.44241607,-5.0732436,Ngn3 high EP,0.9750197,0.011207123,87
UMAP2,1878,3.7532945,-4.5839596,Pre-endocrine,0.83952266,0.009649686,87
UMAP2,1879,-12.150494,2.9719205,Ductal,0.98016894,0.01126631,87
UMAP2,1880,-10.99386,-0.23362543,Ngn3 low EP,0.96851397,0.011132345,87
UMAP2,1881,-11.151186,0.22745156,Ductal,0.9806137,0.011271422,87
UMAP2,1882,5.490734,-3.4325933,Pre-endocrine,0.8813798,0.010130802,87
UMAP2,1883,3.6841571,-0.82810205,Pre-endocrine,0.9595834,0.011029694,87
UMAP2,1884,5.3772163,1.7155409,Alpha,0.7586853,0.008720521,87
UMAP2,1885,8.359296,4.79105,Alpha,0.7659471,0.00880399,87
UMAP2,1886,8.812473,-1.3052939,Delta,0.7396323,0.00850152,87
UMAP2,1887,-10.879517,3.6934624,Ductal,0.96182674,0.01105548,87
UMAP2,1888,-10.118356,1.9908435,Ductal,0.96264213,0.011064852,87
UMAP2,1889,-4.619057,-3.6241827,Ngn3 high EP,1.0399296,0.011953214,87
UMAP2,1890,-0.03248334,-4.31165,Ngn3 high EP,1.0059072,0.011562152,87
UMAP2,1891,4.316274,4.0603156,Beta,1.6845165,0.01936226,87
UMAP2,1892,3.318854,2.584695,Epsilon,0.8072293,0.009278498,87
UMAP2,1893,5.920717,-2.057084,Pre-endocrine,0.8897443,0.010226945,87
UMAP2,1894,3.5306568,1.9143673,Epsilon,0.84011304,0.009656472,87
UMAP2,1895,-12.227441,3.2681742,Ductal,0.97375745,0.011192614,87
UMAP2,1896,-9.636179,0.1572844,Ductal,0.9901757,0.01138133,87
UMAP2,1897,-10.526302,0.3864726,Ductal,0.97921777,0.011255377,87
UMAP2,1898,-12.252572,1.9115824,Ductal,0.97182214,0.01117037,87
UMAP2,1899,-10.935328,3.6661413,Ductal,0.96344644,0.011074097,87
UMAP2,1900,2.5298393,6.1878333,Beta,6.1023273,0.070141695,87
UMAP2,1901,-1.2603792,-4.5408826,Ngn3 high EP,0.9868628,0.01134325,87
UMAP2,1902,5.737583,-2.8623707,Pre-endocrine,0.88590896,0.010182861,87
UMAP2,1903,6.8561797,3.7202704,Alpha,0.7511132,0.008633485,87
UMAP2,1904,1.4647124,-3.9824724,Ngn3 high EP,0.9329652,0.010723738,87
UMAP2,1905,7.6897717,3.476968,Alpha,0.7467089,0.008582861,87
UMAP2,1906,5.439929,-0.41181612,Pre-endocrine,0.9105375,0.010465948,87
UMAP2,1907,-6.1676884,-2.9895885,Ngn3 high EP,0.99014664,0.011380996,87
UMAP2,1908,-10.988695,0.12952794,Ductal,0.97653586,0.01122455,87
UMAP2,1909,5.420435,-2.225737,Pre-endocrine,0.9130955,0.010495351,87
UMAP2,1910,5.301779,-1.5814396,Pre-endocrine,0.9265685,0.010650213,87
UMAP2,1911,-2.7932508,-4.528922,Ngn3 high EP,1.0203241,0.011727863,87
UMAP2,1912,4.7972865,2.455233,Beta,0.889269,0.010221482,87
UMAP2,1913,-11.103504,-0.77250755,Ductal,0.98832667,0.011360076,87
UMAP2,1914,5.765782,3.1849284,Beta,0.7916709,0.009099666,87
UMAP2,1915,-9.415957,-1.0355687,Ductal,0.99409497,0.011426379,87
UMAP2,1916,-8.51735,-1.5854436,Ngn3 low EP,0.98579603,0.011330989,87
UMAP2,1917,-11.14261,-0.24444443,Ductal,0.98159957,0.011282754,87
UMAP2,1918,6.3421283,-0.47498092,Pre-endocrine,0.8407373,0.009663647,87
UMAP2,1919,-6.9267297,-1.77812,Ngn3 high EP,1.0003294,0.011498039,87
UMAP2,1920,-12.086117,3.3791444,Ngn3 low EP,0.9839515,0.011309788,87
UMAP2,1921,5.614148,-3.1789596,Pre-endocrine,0.9795163,0.011258808,87
UMAP2,1922,-11.280589,1.3074878,Ductal,0.9840189,0.0113105625,87
UMAP2,1923,-6.2904725,-3.035638,Ngn3 high EP,0.99371886,0.011422056,87
UMAP2,1924,5.330812,0.7109954,Beta,0.9263095,0.010647236,87
UMAP2,1925,-11.248041,5.600662,Ductal,0.99779207,0.011468874,87
UMAP2,1926,6.6372724,0.5262673,Alpha,0.8230767,0.009460652,87
UMAP2,1927,-9.489105,2.3487442,Ductal,0.9751643,0.011208785,87
UMAP2,1928,-9.798174,-1.4032321,Ngn3 low EP,1.0036736,0.011536478,87
UMAP2,1929,-5.620544,-3.1874208,Ngn3 high EP,1.0052233,0.011554291,87
UMAP2,1930,-9.941251,-0.08735156,Ductal,0.98044443,0.011269476,87
UMAP2,1931,8.317636,-0.91614085,Delta,0.76126254,0.008750144,87
UMAP2,1932,-1.419037,-4.665893,Ngn3 high EP,0.99593437,0.011447522,87
UMAP2,1933,7.4692917,3.4494495,Alpha,0.75925887,0.008727114,87
UMAP2,1934,-10.5183325,1.0182455,Ductal,0.9637792,0.011077922,87
UMAP2,1935,-8.354246,3.4562478,Ductal,1.0548829,0.012125091,87
UMAP2,1936,5.288625,-0.8383782,Pre-endocrine,0.87240386,0.01002763,87
UMAP2,1937,4.254513,1.250765,Pre-endocrine,0.8024827,0.009223939,87
UMAP2,1938,8.791363,-1.1437455,Delta,0.7349254,0.008447418,87
UMAP2,1939,5.2317886,0.83437407,Beta,0.9503912,0.010924037,87
UMAP2,1940,6.7870803,4.9859095,Alpha,0.8049591,0.009252404,87
UMAP2,1941,3.0936885,2.0558426,Epsilon,0.88039,0.010119425,87
UMAP2,1942,-9.869989,5.1478806,Ductal,1.1055559,0.012707539,87
UMAP2,1943,-11.025,-0.5960285,Ductal,0.97327197,0.011187034,87
UMAP2,1944,5.947137,-2.3544145,Pre-endocrine,0.86181974,0.009905974,87
UMAP2,1945,-9.7076025,-0.5169865,Ductal,0.986943,0.011344172,87
UMAP2,1946,-10.322852,-0.95059264,Ductal,0.98783845,0.011354465,87
UMAP2,1947,-1.5567883,-3.913949,Ngn3 high EP,1.0043406,0.011544146,87
UMAP2,1948,3.3844535,4.0277553,Beta,3.8977265,0.044801455,87
UMAP2,1949,3.8696585,5.443918,Beta,4.2108746,0.048400857,87
UMAP2,1950,-11.732227,3.5300858,Ductal,0.98740554,0.011349489,87
UMAP2,1951,5.267513,-0.94468427,Pre-endocrine,0.917828,0.010549747,87
UMAP2,1952,1.1286465,-4.8098817,Ngn3 high EP,0.92573273,0.010640606,87
UMAP2,1953,-8.605144,0.31562433,Ngn3 low EP,0.9913632,0.011394979,87
UMAP2,1954,-8.829329,2.5839047,Ductal,0.9990649,0.011483504,87
UMAP2,1955,-10.846723,-0.79797786,Ductal,0.9787588,0.011250101,87
UMAP2,1956,5.191534,1.1294637,Beta,0.9518353,0.010940636,87
UMAP2,1957,2.41761,6.553197,Beta,5.883758,0.067629404,87
UMAP2,1958,-9.2423525,-0.82324183,Ngn3 low EP,0.9927058,0.011410411,87
UMAP2,1959,3.0506353,4.242124,Beta,4.3550014,0.05005749,87
UMAP2,1960,-9.080266,0.5961114,Ngn3 low EP,0.99818486,0.011473389,87
UMAP2,1961,7.4974327,2.3608267,Alpha,0.7234764,0.008315821,87
UMAP2,1962,4.8005896,2.0242114,Beta,0.91764486,0.010547642,87
UMAP2,1963,-2.0041454,-4.541246,Ngn3 high EP,1.0027064,0.011525361,87
UMAP2,1964,-8.253857,2.422035,Ngn3 low EP,1.0106891,0.011617117,87
UMAP2,1965,-10.688571,-1.6281644,Ductal,0.99659944,0.011455166,87
UMAP2,1966,7.848562,3.9014993,Alpha,0.73465884,0.008444355,87
UMAP2,1967,-5.539701,-2.077304,Ngn3 high EP,1.0309646,0.011850168,87
UMAP2,1968,-9.354167,1.1208234,Ductal,0.9816377,0.011283192,87
UMAP2,1969,-9.683513,2.4058075,Ductal,0.96876264,0.011135203,87
UMAP2,1970,7.19021,2.843738,Alpha,0.7659346,0.008803845,87
UMAP2,1971,5.850399,3.6130176,Beta,0.85124755,0.0097844545,87
UMAP2,1972,5.90428,0.2748965,Beta,0.9237778,0.010618136,87
UMAP2,1973,1.1786683,-4.2741885,Ngn3 high EP,0.9871311,0.011346335,87
UMAP2,1974,5.49951,-0.9525686,Pre-endocrine,0.9501623,0.010921406,87
UMAP2,1975,-11.155008,1.9892995,Ductal,0.9711385,0.011162511,87
UMAP2,1976,-0.96825224,-4.2203765,Ngn3 high EP,0.9797628,0.011261641,87
UMAP2,1977,-8.306859,-1.0993218,Ngn3 low EP,0.98899883,0.0113678025,87
UMAP2,1978,-10.459954,0.29344353,Ductal,0.971186,0.011163057,87
UMAP2,1979,6.9808793,-1.1768324,Pre-endocrine,0.8252622,0.009485772,87
UMAP2,1980,-5.3465075,-3.6029081,Ngn3 high EP,1.010682,0.011617035,87
UMAP2,1981,7.1474204,-0.160702,Alpha,0.82897943,0.009528499,87
UMAP2,1982,6.982049,4.445933,Alpha,0.7792976,0.008957444,87
UMAP2,1983,5.2435746,-0.37434193,Beta,0.91388226,0.010504394,87
UMAP2,1984,4.8971176,1.400504,Beta,0.936799,0.010767804,87
UMAP2,1985,-10.911221,0.83004963,Ductal,0.9662632,0.011106473,87
UMAP2,1986,-9.219648,4.314206,Ngn3 low EP,1.0555631,0.012132909,87
UMAP2,1987,4.5789094,-4.052991,Pre-endocrine,0.85821617,0.009864554,87
UMAP2,1988,5.4122205,1.232137,Beta,0.90063775,0.010352158,87
UMAP2,1989,4.7649007,0.17571448,Pre-endocrine,0.88993144,0.010229097,87
UMAP2,1990,7.470536,2.6615834,Alpha,0.77080476,0.008859825,87
UMAP2,1991,5.6811495,1.0882682,Beta,0.91256565,0.010489261,87
UMAP2,1992,-10.174838,-1.3334383,Ductal,0.9906552,0.011386842,87
UMAP2,1993,4.739831,-3.8025436,Pre-endocrine,0.8646376,0.009938363,87
UMAP2,1994,-10.839268,-0.687069,Ductal,0.9813777,0.011280203,87
UMAP2,1995,2.586993,5.172072,Beta,6.004298,0.06901492,87
UMAP2,1996,3.7269442,4.595799,Beta,3.0406427,0.034949917,87
UMAP2,1997,5.4225593,-1.3188472,Pre-endocrine,0.9136375,0.01050158,87
UMAP2,1998,-2.5363653,-4.8152657,Ngn3 high EP,0.9902144,0.011381775,87
UMAP2,1999,-8.10446,3.3603754,Ngn3 low EP,1.0592312,0.012175071,87
UMAP2,2000,-9.997896,2.769866,Ductal,0.96732724,0.0111187035,87
UMAP2,2001,-10.51738,-1.2470198,Ductal,0.9948651,0.011435231,87
UMAP2,2002,5.3186316,-3.1611767,Pre-endocrine,0.92248017,0.01060322,87
UMAP2,2003,2.1003563,-0.062502265,Epsilon,0.9080384,0.010437223,87
UMAP2,2004,-10.851357,-0.16541703,Ductal,0.98016095,0.011266218,87
UMAP2,2005,0.32926878,-4.17425,Ngn3 high EP,1.0010872,0.011506749,87
UMAP2,2006,2.5111485,4.573152,Beta,6.405571,0.073627256,87
UMAP2,2007,5.5631313,0.61877996,Beta,0.8914685,0.010246765,87
UMAP2,2008,-10.9270315,-0.4617428,Ductal,0.9879021,0.011355197,87
UMAP2,2009,7.242069,3.464586,Alpha,0.7490022,0.008609221,87
UMAP2,2010,7.285131,0.7484606,Alpha,0.8279617,0.009516801,87
UMAP2,2011,-12.087597,1.9023981,Ductal,0.9638294,0.011078499,87
UMAP2,2012,0.53556186,-4.360464,Ngn3 high EP,0.9561644,0.010990395,87
UMAP2,2013,-12.193845,2.1458817,Ductal,0.96460986,0.01108747,87
UMAP2,2014,8.608067,-1.3314778,Delta,0.7593945,0.008728673,87
UMAP2,2015,-11.316277,0.2858345,Ductal,0.9594732,0.011028428,87
UMAP2,2016,-10.17543,5.8388705,Ductal,1.1386428,0.013087848,87
UMAP2,2017,5.8937263,1.2323054,Beta,0.8896047,0.010225342,87
UMAP2,2018,3.1918266,4.8321643,Beta,4.681844,0.053814303,87
UMAP2,2019,-10.739271,6.0629396,Ductal,1.0880755,0.012506615,87
UMAP2,2020,-2.1873126,-4.7951875,Ngn3 high EP,0.986734,0.01134177,87
UMAP2,2021,4.064739,3.660839,Beta,1.7080325,0.019632557,87
UMAP2,2022,-9.864165,-1.0963804,Ductal,0.98834217,0.011360255,87
UMAP2,2023,5.2934756,-0.33346048,Beta,0.9586598,0.011019078,87
UMAP2,2024,0.49607792,-4.7641916,Ngn3 high EP,0.93662894,0.01076585,87
UMAP2,2025,4.807297,2.526147,Beta,0.902266,0.010370874,87
UMAP2,2026,-9.72673,-0.02346642,Ductal,0.98393303,0.011309575,87
UMAP2,2027,4.54071,4.3529367,Beta,1.2161403,0.013978624,87
UMAP2,2028,5.2311273,-3.0460072,Pre-endocrine,0.9943472,0.011429278,87
UMAP2,2029,-12.3223915,2.291649,Ductal,0.9696764,0.011145705,87
UMAP2,2030,7.8355126,4.477789,Alpha,0.7483063,0.008601221,87
UMAP2,2031,5.626167,1.1247871,Beta,0.9180984,0.010552855,87
UMAP2,2032,-0.2074173,-4.984873,Ngn3 high EP,0.97288287,0.0111825615,87
UMAP2,2033,4.341752,3.7724369,Beta,1.0612414,0.012198177,87
UMAP2,2034,7.7306643,3.96148,Alpha,0.7484418,0.008602779,87
UMAP2,2035,4.50991,-3.2572072,Pre-endocrine,0.8918894,0.010251602,87
UMAP2,2036,2.3446238,5.100851,Beta,6.176363,0.07099268,87
UMAP2,2037,-11.75265,1.1494406,Ngn3 low EP,0.97607756,0.011219283,87
UMAP2,2038,-12.179058,3.0062892,Ductal,0.9874482,0.01134998,87
UMAP2,2039,3.6224906,1.0487742,Pre-endocrine,0.83551466,0.009603617,87
UMAP2,2040,4.415899,3.2141216,Beta,0.9458758,0.010872136,87
UMAP2,2041,7.3025136,5.296751,Alpha,0.7830409,0.00900047,87
UMAP2,2042,-11.298431,3.900044,Ductal,0.9567579,0.010997217,87
UMAP2,2043,8.630472,4.2929564,Alpha,0.7324952,0.008419485,87
UMAP2,2044,8.021509,5.2628546,Alpha,0.8212358,0.009439492,87
